Small Unit Installation Postcode,Previous Years (2001-2015) - Installations Quantity,Previous Years (2001-2015) - SGU Rated Output In kW,Jan 2016 - Installations Quantity,Jan 2016 - SGU Rated Output In kW,Feb 2016 - Installations Quantity,Feb 2016 - SGU Rated Output In kW,Mar 2016 - Installations Quantity,Mar 2016 - SGU Rated Output In kW,Apr 2016 - Installations Quantity,Apr 2016 - SGU Rated Output In kW,May 2016 - Installations Quantity,May 2016 - SGU Rated Output In kW,Jun 2016 - Installations Quantity,Jun 2016 - SGU Rated Output In kW,Jul 2016 - Installations Quantity,Jul 2016 - SGU Rated Output In kW,Aug 2016 - Installations Quantity,Aug 2016 - SGU Rated Output In kW,Sep 2016 - Installations Quantity,Sep 2016 - SGU Rated Output In kW,Oct 2016 - Installations Quantity,Oct 2016 - SGU Rated Output In kW,Nov 2016 - Installations Quantity,Nov 2016 - SGU Rated Output In kW,Dec 2016 - Installations Quantity,Dec 2016 - SGU Rated Output In kW,Jan 2017 - Installations Quantity,Jan 2017 - SGU Rated Output In kW,Feb 2017 - Installations Quantity,Feb 2017 - SGU Rated Output In kW,Mar 2017 - Installations Quantity,Mar 2017 - SGU Rated Output In kW,Apr 2017 - Installations Quantity,Apr 2017 - SGU Rated Output In kW,May 2017 - Installations Quantity,May 2017 - SGU Rated Output In kW,Jun 2017 - Installations Quantity,Jun 2017 - SGU Rated Output In kW,Jul 2017 - Installations Quantity,Jul 2017 - SGU Rated Output In kW,Aug 2017 - Installations Quantity,Aug 2017 - SGU Rated Output In kW,Sep 2017 - Installations Quantity,Sep 2017 - SGU Rated Output In kW,Oct 2017 - Installations Quantity,Oct 2017 - SGU Rated Output In kW,Nov 2017 - Installations Quantity,Nov 2017 - SGU Rated Output In kW,Dec 2017 - Installations Quantity,Dec 2017 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
6106,52,"1,602.84",3,44.1,0,0,5,112.58,3,91.18,2,23,2,121.6,5,47.79,4,116.2,2,35.06,0,0,4,40.32,3,92.54,0,0,1,18.2,2,15.68,3,71.64,2,129.93,8,132.51,1,15.12,3,106.45,3,58.11,4,80.26,0,0,2,129.6,114,"3,084.71"
6107,"3,381","8,344.03",20,71.94,28,103.5,23,165.39,33,204.465,25,126.475,32,183.115,28,133.315,23,122.92,32,162.635,29,141.715,35,217.902,36,256.429,42,213.68,43,237.757,55,302.615,36,248.465,38,302.775,50,223.205,40,259.075,33,160.583,41,257.62,38,211.605,39,224.84,44,228.845,"4,224","13,104.89"
6108,"2,471","5,478.02",10,45.675,16,68.5,15,62.02,10,42.29,15,57.82,19,82.525,12,44.18,13,54.83,22,91.53,11,47.077,21,110.746,38,165.585,19,88.105,16,79.335,21,105.666,23,114.595,16,89.275,30,136.775,17,82.88,29,157.22,22,107.145,12,74.665,50,195.51,24,222.045,"2,952","7,804.01"
6109,"1,189","2,961.14",7,30.98,5,53.38,9,74.03,6,52.08,11,116.735,7,38.32,15,59.88,12,112.3,11,62.2,13,87.8,12,65.63,19,157.395,14,65.59,17,89.185,18,94.84,11,67.42,16,153.555,19,231.3,11,72.62,17,83.92,21,100.36,16,74.97,17,130.225,12,191.935,"1,505","5,227.79"
6110,"3,770","9,154.03",38,149.39,37,146.085,45,171.6,39,189.36,33,156.815,21,87.265,41,190.772,30,237.1,60,282.09,58,272.645,53,257.615,33,169.56,40,204.36,64,303.105,58,281.244,33,158.49,43,214.122,56,263.506,52,370.871,55,469.928,42,207.795,72,340.06,49,245.74,47,258.755,"4,869","14,782.31"
6111,"2,189","5,660.15",19,152.625,27,110.465,22,134.01,15,96.88,17,105.135,19,87.735,24,176.94,22,126.04,26,133.925,11,56.425,17,88.67,27,128.06,23,118.995,32,163.964,29,146.615,26,128.055,19,102.088,30,148.735,23,121.752,15,86.495,22,131.695,23,136.405,12,71.56,26,141.788,"2,715","8,555.21"
6112,"4,926","13,218.25",67,262.605,65,294.82,61,304.87,55,301.375,55,234.675,79,380.815,72,379.575,77,462.07,88,490.21,65,307.693,83,452.555,92,733.304,65,318.39,84,410.42,85,444.683,71,475.838,96,532.99,102,652.082,111,544.675,117,681.96,69,386.676,91,502.98,82,447.68,159,912.73,"6,917","24,133.92"
6121,374,"1,381.71",3,15.36,5,29.61,5,27.695,3,23.52,9,50.03,4,24.74,4,57.62,4,25.095,1,6.24,2,13,6,31.7,5,31.34,6,45.07,5,30.84,5,28.375,4,43.175,5,36.162,9,60.17,2,26.307,5,36.32,8,50.065,9,53.025,6,37.37,5,31.46,494,"2,196.00"
6122,"1,499","4,565.76",36,139.72,20,82.6,23,102.39,21,84.465,24,100.18,43,350.79,24,119.245,28,134.98,40,199.332,39,267.687,37,181.945,53,283.385,37,170.583,49,257.265,48,219.88,24,143.325,29,163.175,30,153.887,53,280.075,38,214.56,38,212.83,37,228.775,33,173.485,72,316.285,"2,375","9,146.60"
6123,168,574.74,3,12.86,1,2.5,2,11.2,4,17.97,2,12.86,3,11.975,1,2.04,5,15.06,3,39.18,5,22.84,0,0,3,15.34,2,8.84,2,9.69,8,45.55,3,17.2,2,7.1,8,32.37,6,27.94,11,43.34,5,25.76,5,25.45,8,37.155,8,53.58,268,"1,072.54"
6124,163,501.95,2,11.34,1,3.18,0,0,1,6,2,8.91,0,0,0,0,3,16.925,1,3.12,1,6.625,4,19.27,1,6.48,1,3.64,5,27.945,3,19.225,0,0,3,9.6,0,0,1,6.48,2,12.82,2,26.355,2,8.525,0,0,2,10.41,200,708.8
6125,363,"1,198.47",6,28.48,2,11.2,4,17.42,2,11.6,1,6.5,1,5,0,0,3,8.3,5,30.495,4,52.6,1,5.2,5,127.235,4,54.525,2,11.54,5,29.66,1,6.24,4,19.95,2,12.11,13,93.975,7,39.53,7,58.455,8,70.4,0,0,4,23.51,454,"1,922.39"
6126,34,116.515,0,0,1,5.2,0,0,0,0,0,0,1,3,0,0,1,7.28,0,0,0,0,0,0,0,0,0,0,1,5.72,4,24.76,0,0,1,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,168.075
6147,"1,419","3,019.68",7,21.24,9,28.85,9,45.665,10,43.5,9,40.56,9,32.945,10,41.115,8,34.94,12,53.832,6,33.596,5,16.36,9,46.164,9,45.47,8,32.55,12,94.58,7,36.16,11,50.44,17,71.24,2,12.08,19,88.19,15,76.945,12,58.695,21,90.285,13,66.38,"1,668","4,181.46"
6148,"1,671","3,973.77",9,41.892,6,24.55,11,47.935,11,38.49,8,40.805,15,78.15,18,73.555,17,65.3,15,161.145,10,47.16,11,49.3,17,215.912,21,89.28,26,118.219,31,155.78,8,40.9,19,90.545,14,56.93,18,101.245,31,156.955,26,132.609,16,90.61,20,104.87,17,88.31,"2,066","6,084.21"
6149,"1,899","4,732.71",13,64.065,6,35.28,14,53.64,18,69.305,9,35.095,11,50.415,19,96.33,15,77.645,12,81.035,16,81.22,15,65.862,15,76.856,17,81.93,16,85.435,23,118.464,11,93.109,16,88.69,28,140.345,22,119.05,27,125.039,28,159.875,20,104.175,20,113.615,21,116.05,"2,311","6,865.24"
6150,"1,160","3,165.11",6,30.27,8,41.105,7,30.65,15,65.77,10,51.45,14,96.69,6,27.855,14,62.27,3,14.82,13,65.02,8,39.655,8,42.235,13,157.543,9,39.08,15,74.795,10,58.175,15,74.072,10,45.4,7,32.56,16,85.79,10,47.171,11,60.595,19,94.64,23,118.675,"1,430","4,621.40"
6151,649,"1,864.60",12,69.05,7,36.695,8,35.13,13,83.695,4,28.238,6,48.165,9,49.86,5,30.89,7,142.08,9,43.22,10,51.002,14,77.275,15,71.936,14,69.627,9,45.66,10,47.475,6,33.976,11,53.114,8,37.805,10,53.04,9,71.484,8,36.61,16,86.622,14,86.28,883,"3,253.53"
6152,"1,420","3,767.37",12,65.56,10,51.645,25,146.585,26,119.105,22,96.61,16,114.475,20,93.5,11,51.225,16,67.757,19,96.972,19,105.29,21,107.165,15,78.906,20,109.772,25,132.38,17,87.387,18,81.266,22,104.2,18,88.88,19,93.53,20,130.191,19,136.996,31,150.2,30,149.62,"1,891","6,226.58"
6153,"1,175","3,205.24",12,47.32,11,66.78,21,100.113,8,38.785,15,75.97,15,74.565,15,64.215,11,55.555,14,71.68,11,56.668,16,95.421,21,112.605,16,93.99,15,66.385,25,123.777,15,111.075,17,94.395,19,101.652,15,78.475,30,174.678,13,72.7,30,169.01,23,154.052,21,112.155,"1,584","5,417.26"
6154,839,"2,490.05",4,85.625,7,66.56,6,25.04,8,40.445,6,51.97,8,64.735,6,97.675,6,27.875,15,65.61,11,60.62,7,31.73,12,63.07,6,123.268,7,39.49,14,70.999,9,50.795,8,44.75,12,46.315,8,41.735,15,102.405,10,73.075,13,71.51,11,47.585,18,202.735,"1,066","4,085.66"
6155,"5,854","15,707.18",43,254.035,41,200.26,38,188.265,39,199.68,38,351.915,24,109.82,26,123.57,53,388.21,42,220.794,34,194.065,35,192.602,74,496.759,55,256.235,65,393.542,62,317.46,42,261.485,66,506.6,68,436.625,55,291.709,63,386.928,42,334.367,76,679.58,63,475.125,65,573.92,"7,063","23,540.73"
6156,"1,054","2,593.62",3,14.655,11,62.29,10,50.77,6,26.64,10,40.33,9,51.95,8,38.345,5,22.05,9,45.025,12,92.184,16,67.12,12,59.15,15,83.337,14,86.57,16,64.013,17,95.065,14,79.525,12,61.99,16,102.575,25,112.96,18,93.579,21,105.872,25,131.03,22,115.96,"1,380","4,296.60"
6157,840,"1,995.40",5,23.4,3,10.66,3,10.755,9,34.855,8,47.29,4,17.32,15,59.316,4,14.912,6,27.67,6,22.152,11,56.335,13,65.298,14,64.365,11,54.162,19,92.726,7,48.355,12,56.477,11,57.37,12,65.65,18,104.032,15,72.13,15,77.735,6,33.21,8,41.775,"1,075","3,153.35"
6158,410,"1,074.35",5,25.22,5,19.72,3,11.5,4,16.64,1,2.86,1,5.145,6,41.775,4,19.595,1,6.36,3,23.48,6,30.65,9,42.49,4,19.8,4,20.925,10,61.375,6,32.355,5,24.815,3,17.67,5,19.16,4,18.38,8,40.735,10,56.185,6,33.9,11,70.533,534,"1,735.61"
6159,132,385.75,1,5,0,0,4,16.18,0,0,1,6.625,0,0,0,0,0,0,0,0,0,0,1,3.64,2,6.3,1,3.08,1,24.84,1,3.5,1,6.6,3,33.61,1,5.035,1,4.68,2,23.87,3,13.03,1,39.96,2,12,4,35.09,162,628.79
6160,445,"1,082.46",0,0,3,8.18,15,49.285,8,62.72,5,56.54,2,11.77,4,16.495,1,3.18,3,50.28,7,129.575,5,21.346,10,51.654,5,21.56,2,7.8,4,17.645,3,44.25,9,111.51,7,44.412,3,84.555,7,37.84,9,71.625,3,19.425,12,55.33,8,45.86,580,"2,105.30"
6161,4,72.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72.9
6162,877,"1,931.97",2,5.4,6,25.05,5,25.42,4,23.415,7,28.91,9,46.08,11,38.64,6,30.46,8,33.377,10,54.56,9,45.51,10,48.45,9,32.36,9,64.157,18,103.56,7,33.91,7,30.52,10,111.085,10,44.692,7,31.15,7,56.335,9,44.17,17,86.93,14,86.77,"1,088","3,062.88"
6163,"4,297","11,077.14",48,215.53,36,261.875,41,328.52,33,232.57,39,160.19,25,169.32,27,200.78,30,162.15,37,199.7,42,243.662,50,447.226,48,375.624,37,209.576,53,313.909,42,274.499,29,154.269,58,520.608,54,379.636,50,448.202,63,428.135,41,435.42,62,464.2,95,650.27,77,809.145,"5,414","19,162.16"
6164,"5,308","14,108.85",45,297.22,54,241.69,60,304.56,55,235.555,52,254.262,36,192.55,39,174.969,49,255.635,83,449.12,58,290.355,73,359.707,74,560.817,72,363.797,77,380.205,71,444.598,39,295.7,62,379.835,68,512.164,86,394.555,105,538.137,72,487.49,109,572.262,111,602.237,86,519.035,"6,944","23,215.30"
6165,14,351.56,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.24,0,0,0,0,0,0,0,0,1,16.32,0,0,2,12.75,0,0,0,0,0,0,5,302.745,24,719.615
6166,734,"2,451.36",3,11.5,7,34.38,17,160.64,7,35.68,8,135.48,9,39.965,8,70.435,13,55.33,9,47.575,17,70.645,13,68.158,9,46.252,15,83.03,10,55.59,11,64.702,9,61.31,7,35.02,7,67.13,12,58.48,26,212.58,16,103.035,14,73.745,28,180.69,16,101.585,"1,025","4,324.29"
6167,"2,389","5,936.58",13,59.21,25,104.49,11,70.33,21,87.01,29,129.515,28,192.71,17,106.87,25,110.06,24,139.635,37,144.31,19,89.45,19,97.82,27,118.14,35,168.4,17,74.86,13,60.875,32,252.597,42,274.25,60,252.365,39,194.09,28,144.72,24,106.5,32,166.375,46,254.95,"3,052","9,336.11"
6168,"2,667","6,349.00",20,73.97,19,71.695,21,101.78,9,38.78,16,51.42,20,150.58,12,52.337,20,83.93,19,72.272,23,207.535,20,111.93,19,103.202,18,86.64,17,83.32,17,72.4,21,96.83,29,123.845,27,111.22,47,224.13,23,199.23,17,71.15,19,86.95,23,122.125,22,126.46,"3,165","8,872.74"
6169,"4,138","9,804.37",18,94.235,39,166.915,32,137.412,18,73.645,33,125.44,19,79.95,27,138.36,37,167.54,28,133.21,49,221.045,73,325.947,35,168.482,42,196.505,38,168.957,45,211.61,17,81.735,37,187.57,97,388.25,60,251.355,35,224.92,39,207.385,35,166.905,30,178.265,70,338.63,"5,091","14,238.64"
6170,"1,057","2,779.72",10,39.56,21,86.49,20,90.495,9,28.08,25,119.865,10,44.75,10,43.62,12,55.445,18,78.54,15,71.74,24,116.985,19,82.58,13,67.88,30,146.955,27,150.725,13,68.53,26,123.89,30,130.925,24,108.895,9,50.01,20,109.62,27,133.66,25,140.185,35,161.355,"1,529","5,030.50"
6171,"3,438","9,274.51",29,113.01,50,205.73,43,173.69,46,171.945,41,181.845,36,166.805,45,188.66,38,197.575,43,263.21,69,464.25,67,318.756,39,213.81,28,142.955,47,219.805,41,212.465,26,139.01,25,139.105,97,417.62,65,326.87,49,267.41,52,279.392,49,257.62,40,226.835,67,412.235,"4,570","14,975.12"
6172,"1,620","4,338.20",10,39.19,25,92.1,13,65.88,10,38.86,9,33.98,6,24.41,7,35.53,16,77.636,14,64.04,4,14.005,41,195.195,15,70.65,20,109.374,9,45.39,10,48.9,13,70.845,14,66.51,30,132.53,21,197.235,12,63.235,15,91.19,8,142.81,14,78.775,12,94.765,"1,968","6,231.24"
6173,"1,160","3,354.73",4,12.7,12,52.71,19,89.2,10,45.385,7,38.17,12,52.36,11,44.45,14,65.45,8,40.86,15,75.44,39,181.605,19,102.68,7,42.39,20,191.77,14,80.775,11,56.81,16,89.25,26,141.7,31,147.39,20,101.77,9,45.975,16,82.375,13,79.11,18,97.03,"1,531","5,312.08"
6174,278,748.857,7,18.8,3,13.295,6,27.02,4,17.1,7,21.64,3,11.75,9,42.58,5,23.92,6,28.035,5,25.58,11,38.99,3,8.74,4,24.4,1,5.72,10,53.45,4,18.55,6,30.165,9,47.63,11,41.42,11,56.895,1,6.625,3,14.55,9,46.405,12,60.65,428,"1,432.77"
6175,365,968.281,5,20.23,8,34.51,4,16.9,6,28.08,7,31.52,5,27.94,7,25.43,3,7.12,4,17.21,8,36.81,9,43.875,3,17.69,5,27.872,2,8.52,5,39.567,3,12.2,9,52.615,2,6.38,10,40.655,9,51.215,3,16.225,7,42.535,4,22.135,4,22.825,497,"1,618.34"
6176,73,258.685,2,4.79,8,30.84,1,2.75,2,5.5,3,13,3,13.3,4,18.74,3,13.74,8,41.89,10,43.35,4,15.6,3,11.42,5,26.41,8,32.33,6,31.68,5,24.605,7,34.49,3,15.58,6,33.96,5,31.82,6,32.13,2,9.74,3,14.875,0,0,180,761.225
6180,593,"1,547.80",7,19.74,5,17.58,6,18.775,8,25.7,5,24.13,4,22.545,4,13.26,7,31.5,7,28.475,6,27.915,12,47.745,20,93.665,12,57.135,13,70.37,5,21.44,11,77.365,10,51.83,5,28.52,22,99.92,8,36.145,7,38.6,8,47.885,11,48.22,13,65.11,809,"2,561.37"
6181,70,211.017,2,18,2,26,3,16.415,0,0,0,0,1,5.5,1,5,0,0,1,4.24,1,6.24,2,10.4,0,0,0,0,0,0,0,0,0,0,2,13.225,1,10.8,2,6.99,2,12.3,0,0,1,6.6,1,6.54,2,21.43,94,380.697
6207,117,340.805,0,0,3,16.18,1,3,1,10.23,0,0,1,5.3,3,14,1,5.225,6,28.88,1,3,1,6.48,1,6.5,1,5.4,1,5.76,0,0,0,0,1,6.48,1,6.44,2,11.7,1,6.48,0,0,3,36.825,3,16.885,1,6.05,150,541.62
6208,"1,866","4,609.31",20,126.815,22,85.516,13,54.715,20,80.7,23,86.62,9,35.71,12,43.03,15,75.225,22,102.645,12,52.73,16,68.825,18,119.79,11,64.25,20,104.46,21,129.48,13,96.915,22,110.295,21,109.915,22,103.925,15,75.87,12,64.025,17,95.81,19,129.255,19,103.487,"2,280","6,729.32"
6209,265,723.34,2,11.2,4,20.48,2,8.8,1,3.9,1,2.7,3,14.3,0,0,4,17.96,2,11.12,3,13.27,1,5.98,0,0,1,11.475,3,18.165,2,11.78,1,6.05,4,22.88,0,0,1,2.12,1,2.8,5,23.055,2,13.5,4,24.44,3,15.18,315,984.495
6210,"9,169","21,586.17",46,225.115,72,343.675,52,265.195,72,337.195,88,361.18,58,247.955,63,261.644,61,288.155,75,342.395,58,268.576,138,661.517,149,740.916,77,366.277,87,446.12,96,430.15,68,343.229,99,498.415,118,651.489,131,693.827,116,631.939,66,341.895,83,477.86,105,568.881,94,483.35,"11,241","31,863.12"
6211,957,"2,568.95",5,24.13,4,13.16,8,31.95,10,41.72,10,33.49,13,61.18,11,51.52,10,36.415,17,73.055,11,35.98,11,57.805,25,113.835,10,44.815,17,91.36,14,70.472,9,33.56,12,62.145,17,80.44,17,69.13,15,107.6,13,60.415,12,62.975,12,61.995,10,51.885,"1,250","3,939.98"
6213,83,260.843,0,0,1,2.8,0,0,1,6,0,0,0,0,2,11.98,1,6,1,2.04,2,11.33,1,3.64,1,5,0,0,0,0,1,6.6,0,0,1,5.4,4,19.13,1,5.13,0,0,1,2.34,0,0,1,4.95,0,0,102,353.183
6214,71,187.195,1,2.6,0,0,0,0,3,11,0,0,0,0,0,0,0,0,2,12.12,0,0,0,0,3,26.26,1,14.04,3,19.1,1,3.975,1,3.924,1,5.83,1,6.44,1,6.09,0,0,2,15.666,1,6.555,1,1.65,0,0,93,322.445
6215,410,"1,388.99",5,20.48,5,24.35,5,18.28,4,17.08,7,28.26,3,9,4,92.52,3,10.46,15,64.63,4,18.47,2,6.72,5,18.405,4,30.69,4,18.18,12,51.34,8,34.51,9,46.11,7,40.55,7,65.409,7,34.785,4,19.28,7,38.29,4,29.71,6,37.705,551,"2,164.20"
6218,62,172.2,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2,0,0,0,0,0,0,1,3.12,0,0,0,0,0,0,0,0,1,5.72,0,0,0,0,0,0,4,27.75,2,9.18,3,19.44,0,0,2,11.43,76,254.04
6219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6220,411,"1,410.11",0,0,11,43.05,3,15.42,6,21,5,23.66,6,24.82,7,28.89,4,11.64,6,30.06,3,108.1,10,53.485,5,24.07,5,21.43,3,13.65,10,41.6,9,37.55,7,45.539,7,39.22,6,23.71,10,48.935,5,26.785,3,14.82,2,10.45,3,19.18,547,"2,137.18"
6221,27,121.478,0,0,0,0,0,0,1,12.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.71,1,3.3,0,0,0,0,1,3.18,0,0,1,6.36,0,0,1,10,33,160.508
6223,15,47.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.48,0,0,0,0,0,0,1,6.48,0,0,1,3.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,64.329
6224,86,266.239,1,3.12,3,8.48,0,0,1,6.36,2,9.36,0,0,0,0,0,0,0,0,1,5.2,0,0,1,1.28,4,18.908,0,0,2,6.74,2,9.66,2,9.06,3,19.695,2,9.6,1,3.24,3,17.77,4,58.71,1,6.6,0,0,119,460.022
6225,941,"2,463.95",8,47.58,16,112.77,6,23.15,9,38.92,6,35.335,6,18.25,6,26.32,2,13.54,2,25.435,7,26.54,9,39.005,10,59.15,3,18.79,7,34.93,15,70.42,20,193.87,3,10.335,5,27.12,5,48.29,10,39.62,5,23.79,8,67.375,10,60.78,9,39.945,"1,128","3,565.21"
6226,98,313.914,3,15.6,1,3.99,1,6.24,0,0,1,4.94,2,6.24,0,0,2,8.26,1,5.2,0,0,3,17.08,0,0,1,6.5,2,10.76,2,11.23,1,4.68,2,9.8,2,13.11,2,12.6,2,13.065,0,0,1,6.5,0,0,1,6.625,128,476.334
6227,91,244.885,0,0,1,5.13,0,0,1,5.2,0,0,0,0,0,0,0,0,1,3.57,4,14.56,2,12.74,2,12.555,0,0,0,0,0,0,0,0,0,0,1,2.7,1,6.48,0,0,1,6.48,1,3.71,1,2.43,3,13.35,110,333.79
6228,12,28.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.24,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,2,10.82,0,0,16,76.81
6229,6,83.82,0,0,0,0,1,3.06,0,0,0,0,0,0,0,0,0,0,2,13.77,0,0,0,0,0,0,0,0,0,0,0,0,1,12.19,2,44.44,0,0,1,6.05,0,0,0,0,1,38.88,1,3.025,0,0,15,205.235
6230,"3,299","8,082.92",25,81.51,25,167.17,28,125.04,34,210.755,49,258.67,41,158.72,25,135.16,34,236.61,39,233.701,40,299.799,43,232.051,31,206.034,38,289.672,32,193.415,51,404.822,24,166.74,45,420.9,38,329.995,33,231.506,40,279.579,25,138.205,31,179.994,29,164.165,56,396.7,"4,155","13,623.83"
6231,14,24.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24.25
6232,"1,118","2,505.15",11,45,8,25.78,5,19.7,11,45.56,17,72.965,28,117.14,7,21.82,3,14.08,11,57,10,45.24,16,79.534,10,49.25,17,124.535,4,22.48,17,90.38,11,65.575,7,24.93,6,30.02,10,64.405,10,51.26,12,62.61,12,59.84,8,42.49,15,69.15,"1,384","3,805.89"
6233,"1,870","4,846.93",18,72.98,23,77.25,18,74.08,19,83.37,42,190.65,29,120.42,18,81.97,20,87.35,14,66.25,13,59.52,22,101.295,18,87.725,17,102.012,21,121.975,26,132.701,20,98.2,28,148.681,29,175.992,25,122.225,18,100.974,12,59.715,23,119.33,22,105.515,18,83.835,"2,383","7,320.94"
6236,232,630.575,4,22.11,3,19.76,2,9.04,1,3.12,1,9.45,0,0,2,10.2,0,0,1,5.5,6,27.945,2,6.04,3,22.88,5,27.87,3,25.2,3,16.56,3,18.75,2,10.26,3,6.57,3,14.684,6,29.955,1,6.48,3,18.08,6,26.192,3,17.58,298,984.801
6237,307,835.965,4,15.06,3,17.352,5,26.18,1,5,2,12.48,5,30.745,0,0,4,11.468,8,36.15,4,14.12,2,12.405,3,14.725,5,26.215,3,20.64,4,26.11,6,26.816,6,54.86,6,31.43,2,7.52,2,12.88,4,21.83,3,18.38,1,2.88,4,20.655,394,"1,301.87"
6239,549,"1,395.72",0,0,7,19.31,1,4.16,2,6.19,4,18.25,7,30.62,1,5.2,5,25.5,6,31.985,8,42.42,8,40.48,10,65.423,10,126.505,9,64.65,8,70.24,2,40.94,6,48.075,8,33.035,4,65.62,11,59.595,3,31.9,2,10.75,2,12.595,4,31.94,677,"2,281.10"
6240,28,72.77,0,0,0,0,0,0,0,0,0,0,1,5.2,0,0,1,5,1,6,0,0,0,0,0,0,1,30.08,0,0,1,3.27,1,6.54,0,0,1,3.025,0,0,0,0,0,0,1,6.6,1,6.3,0,0,37,144.785
6243,3,9.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9.048
6244,100,272.795,3,10,2,7.2,2,11,4,18.52,2,7.04,3,4.5,2,19.53,2,10.92,2,7.2,3,10.52,1,7.28,1,3.12,1,6.46,0,0,5,23,1,3.24,0,0,4,29.56,0,0,2,12.53,1,3.24,3,15.68,0,0,1,5.94,145,489.275
6251,37,213.721,0,0,1,2,0,0,1,3.18,2,9.5,3,11,0,0,0,0,0,0,0,0,1,6.5,0,0,2,17.95,2,16.04,0,0,0,0,1,5.5,2,17.015,0,0,0,0,1,6.48,0,0,0,0,0,0,53,308.886
6252,11,32.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.27,0,0,0,0,0,0,0,0,12,36.08
6253,102,234.976,1,3.12,2,5.2,1,5.2,1,2.6,0,0,2,13.68,1,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.92,1,3.71,0,0,0,0,0,0,0,0,2,10.8,2,5.52,0,0,116,293.926
6254,36,115.855,0,0,4,10.6,1,2.835,0,0,2,8,1,5.3,2,8.16,1,2,0,0,0,0,0,0,0,0,1,6.5,0,0,0,0,0,0,0,0,0,0,2,12.1,3,11.97,3,17.155,1,4.32,1,3.78,0,0,58,208.575
6255,342,914.968,6,30.21,7,25.78,4,12.42,3,10.14,1,6,4,11.58,2,3.64,2,5.72,7,41.52,3,13.55,3,10.73,1,6.36,7,31.825,7,28.164,8,34.67,3,15.105,6,25.004,2,9.42,4,17.485,6,26.555,6,31.05,2,9.72,7,40.055,6,28.53,449,"1,390.20"
6256,15,29.145,0,0,0,0,0,0,1,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.8,0,0,0,0,18,48.925
6258,380,"1,190.17",5,21.63,7,39.24,6,21.55,6,21.255,4,15.12,3,12.5,5,37.27,4,12.5,8,37.375,5,25,4,23.59,4,53.96,1,3,2,9.88,13,50.77,5,22.49,7,61.76,4,46.77,4,54.81,6,46.546,8,62.675,7,117.86,5,58.56,17,159.795,520,"2,206.08"
6260,99,450.268,0,0,3,41.845,0,0,0,0,2,6,1,2,0,0,0,0,2,5.77,2,7,2,6,2,56.74,1,5.72,1,2.24,0,0,1,39.96,2,23.585,3,48.385,1,39,5,26.345,0,0,0,0,3,12.96,2,16.225,132,790.043
6262,66,214.47,2,6.38,1,3,1,2,1,5.98,2,6.36,1,3.135,1,3,1,3,0,0,3,13.43,0,0,1,5.13,0,0,1,5.72,1,5.2,0,0,1,3.18,1,1.62,0,0,0,0,1,3.24,1,6.05,1,6.36,1,26.814,88,324.069
6271,436,"1,224.84",3,12.76,3,10.64,2,9.29,4,16.66,3,12.66,4,15.2,4,17.8,2,9.375,3,10.8,3,17.86,2,10.4,3,10.97,4,22.88,2,6.95,5,34.632,4,13.93,3,15.06,1,2.7,6,21.64,7,42.285,5,22.19,3,17.695,4,21.74,3,17.005,519,"1,617.96"
6275,162,425.986,2,10.2,2,5.14,1,2.5,3,12.32,4,10.19,3,11.12,1,6.5,0,0,1,3.12,3,18.07,1,2.12,4,14.9,2,13.155,0,0,1,3.64,5,20.82,2,15.47,2,8.442,3,49.68,0,0,1,5.94,1,6.36,4,20.78,3,12.42,211,678.873
